# Shyland V24.1 fight-cost survey dataset (#180) — commit ead50f5, RNG seed 180, N=10000 trials per row
encounter_id,kind,tier,members,rooms,encounter_level,player_level,is_at_level,scenario,n_trials,n_resolved,unwinnable_fraction,vitality_max,draught_heal,hp_loss_mean,hp_loss_std,hp_loss_p10,hp_loss_p90,hp_loss_frac_mean,rounds_mean,rounds_std,p_death_unhealed,draughts_per_fight,draught_cost_cp,potions_to_win,potions_to_win_flat25,hit_pct_mc
solo:giant-cave-centipede,solo,normal,giant-cave-centipede,,5,10,False,bare,10000,10000,0.0,268,54,1.1902,3.45222,0.0,9.0,0.004441,1.6508,0.476717,0.0,0.022041,0.330611,0,0,1.0
solo:giant-cave-centipede,solo,normal,giant-cave-centipede,,5,10,False,common-weapon,10000,10000,0.0,468,94,1.2028,3.178848,0.0,8.0,0.00257,1.7284,0.444785,0.0,0.012796,0.191936,0,0,1.0
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,4,True,headline,10000,10000,0.0,393,79,30.6348,18.227661,12.0,55.0,0.077951,3.0391,1.314219,0.0,0.387782,5.816734,0,0,0.511961
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,4,True,bare,10000,10000,0.0,193,39,37.5276,21.952568,15.0,66.0,0.194444,3.029,1.310252,0.0,0.962246,14.433692,0,0,0.512677
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,4,True,common-weapon,10000,10000,0.0,393,79,32.3748,18.906478,13.0,58.0,0.082379,3.1059,1.386104,0.0,0.409808,6.147114,0,0,0.498728
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,5,False,headline,10000,10000,0.0,404,81,18.6829,13.047304,0.0,34.0,0.046245,2.4468,0.851569,0.0,0.230653,3.459796,0,0,0.65555
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,5,False,bare,10000,10000,0.0,204,41,22.9581,16.08524,0.0,43.0,0.11254,2.4208,0.830739,0.0,0.559954,8.399305,0,0,0.66697
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,5,False,common-weapon,10000,10000,0.0,404,81,19.7372,13.494974,0.0,37.0,0.048854,2.4705,0.863209,0.0,0.243669,3.655037,0,0,0.650799
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:giant-cave-spider,solo,normal,giant-cave-spider,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,5,False,headline,10000,10000,0.0,404,81,265.5547,162.348845,90.0,486.0,0.657314,11.8775,7.219882,0.1755,3.278453,49.176796,0,0,0.060072
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,5,False,bare,10000,10000,0.0,204,41,323.6651,197.84424,111.0,589.0,1.586594,11.8166,7.196024,0.6856,7.894271,118.414061,5,7,0.06061
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,5,False,common-weapon,10000,10000,0.0,404,81,283.8958,168.892764,101.0,511.0,0.702712,12.6862,7.515672,0.2048,3.504886,52.573296,0,0,0.049999
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,8,True,headline,10000,10000,0.0,443,89,54.2705,33.93682,19.0,98.0,0.122507,3.3343,1.802372,0.0,0.609781,9.146713,0,0,0.416189
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,8,True,bare,10000,10000,0.0,243,49,67.4075,42.803031,23.0,124.0,0.277397,3.377,1.861201,0.0037,1.375663,20.634949,0,0,0.409624
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,8,True,common-weapon,10000,10000,0.0,443,89,59.5647,35.924454,20.0,108.0,0.134458,3.5797,1.924019,0.0,0.669266,10.038994,0,0,0.398609
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,10,False,headline,10000,10000,0.0,468,94,18.6474,16.410005,0.0,41.0,0.039845,1.749,0.900555,0.0,0.198377,2.975649,0,0,0.663979
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,10,False,bare,10000,10000,0.0,268,54,23.0525,20.293746,0.0,51.0,0.086017,1.744,0.908991,0.0,0.426898,6.403472,0,0,0.658142
solo:kings-skitterlings,solo,elite,kings-skitterlings,,8,10,False,common-weapon,10000,10000,0.0,468,94,20.4771,17.423572,0.0,44.0,0.043754,1.8428,0.944081,0.0,0.217841,3.267622,0,0,0.654168
solo:matrons-brood,solo,normal,matrons-brood,,2,2,True,headline,10000,10000,0.0,368,74,6.6672,5.884951,0.0,14.0,0.018117,1.7096,1.013542,0.0,0.090097,1.351459,0,0,0.559371
solo:matrons-brood,solo,normal,matrons-brood,,2,2,True,bare,10000,10000,0.0,168,34,8.2371,7.174001,0.0,17.0,0.04903,1.7048,1.005414,0.0,0.242268,3.634015,0,0,0.560828
solo:matrons-brood,solo,normal,matrons-brood,,2,2,True,common-weapon,10000,10000,0.0,368,74,6.9665,6.020031,0.0,15.0,0.018931,1.7139,1.017372,0.0,0.094142,1.412128,0,0,0.556742
solo:matrons-brood,solo,normal,matrons-brood,,2,5,False,headline,10000,10000,0.0,404,81,1.3651,2.449368,0.0,6.0,0.003379,1.0207,0.142378,0.0,0.016853,0.252796,0,0,0.962967
solo:matrons-brood,solo,normal,matrons-brood,,2,5,False,bare,10000,10000,0.0,204,41,1.7921,3.09517,0.0,8.0,0.008785,1.0244,0.154288,0.0,0.04371,0.655646,0,0,0.959293
solo:matrons-brood,solo,normal,matrons-brood,,2,5,False,common-weapon,10000,10000,0.0,404,81,1.5212,2.648575,0.0,7.0,0.003765,1.034,0.181229,0.0,0.01878,0.281704,0,0,0.951838
solo:matrons-brood,solo,normal,matrons-brood,,2,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:matrons-brood,solo,normal,matrons-brood,,2,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:matrons-brood,solo,normal,matrons-brood,,2,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:mountain-goat,solo,normal,mountain-goat,,6,5,False,headline,10000,10000,0.0,404,81,49.6663,29.265344,18.0,88.0,0.122936,3.4175,1.594739,0.0,0.613164,9.197463,0,0,0.465369
solo:mountain-goat,solo,normal,mountain-goat,,6,5,False,bare,10000,10000,0.0,204,41,61.2749,36.15996,22.0,108.0,0.300367,3.4307,1.607731,0.0038,1.49451,22.417646,0,0,0.46046
solo:mountain-goat,solo,normal,mountain-goat,,6,5,False,common-weapon,10000,10000,0.0,404,81,53.081,31.024742,20.0,93.0,0.131389,3.5771,1.704188,0.0,0.655321,9.829815,0,0,0.449806
solo:mountain-goat,solo,normal,mountain-goat,,6,6,True,headline,10000,10000,0.0,418,84,34.3771,21.699182,8.0,62.0,0.082242,2.8008,1.125486,0.0,0.409251,6.138768,0,0,0.561125
solo:mountain-goat,solo,normal,mountain-goat,,6,6,True,bare,10000,10000,0.0,218,44,42.7021,27.326389,10.0,78.0,0.195881,2.8221,1.159505,0.0001,0.970502,14.557534,0,0,0.560434
solo:mountain-goat,solo,normal,mountain-goat,,6,6,True,common-weapon,10000,10000,0.0,418,84,36.3507,22.48188,10.0,65.0,0.086963,2.8922,1.189865,0.0,0.432746,6.491196,0,0,0.546781
solo:mountain-goat,solo,normal,mountain-goat,,6,10,False,headline,10000,10000,0.0,468,94,3.2464,6.375272,0.0,11.0,0.006937,1.8416,0.365116,0.0,0.034536,0.518043,0,0,1.0
solo:mountain-goat,solo,normal,mountain-goat,,6,10,False,bare,10000,10000,0.0,268,54,3.996,7.73903,0.0,13.0,0.01491,1.8424,0.364366,0.0,0.074,1.11,0,0,1.0
solo:mountain-goat,solo,normal,mountain-goat,,6,10,False,common-weapon,10000,10000,0.0,468,94,3.817,6.962981,0.0,11.0,0.008156,1.8494,0.357659,0.0,0.040606,0.609096,0,0,1.0
solo:mountain-hunter,solo,normal,mountain-hunter,,8,5,False,headline,10000,10000,0.0,404,81,285.0062,141.77533,129.0,479.0,0.705461,11.1946,5.462466,0.1817,3.518595,52.778926,0,0,0.161185
solo:mountain-hunter,solo,normal,mountain-hunter,,8,5,False,bare,10000,10000,0.0,204,41,351.289,173.874242,159.0,586.0,1.722005,11.2027,5.421791,0.803,8.568024,128.520366,5,8,0.160586
solo:mountain-hunter,solo,normal,mountain-hunter,,8,5,False,common-weapon,10000,10000,0.0,404,81,302.8315,147.375892,138.0,502.0,0.749583,11.7806,5.69084,0.2152,3.73866,56.079907,0,0,0.149899
solo:mountain-hunter,solo,normal,mountain-hunter,,8,8,True,headline,10000,10000,0.0,443,89,63.9729,35.854238,24.0,111.0,0.144408,3.8256,1.659212,0.0,0.718797,10.781949,0,0,0.512678
solo:mountain-hunter,solo,normal,mountain-hunter,,8,8,True,bare,10000,10000,0.0,243,49,78.6234,43.54587,29.0,136.0,0.323553,3.8091,1.615938,0.0027,1.604559,24.068388,0,0,0.513507
solo:mountain-hunter,solo,normal,mountain-hunter,,8,8,True,common-weapon,10000,10000,0.0,443,89,68.0531,37.161621,25.0,117.0,0.153619,3.9844,1.693327,0.0,0.764642,11.469624,0,0,0.505195
solo:mountain-hunter,solo,normal,mountain-hunter,,8,10,False,headline,10000,10000,0.0,468,94,26.0971,19.969073,0.0,52.0,0.055763,2.5084,0.713533,0.0,0.277629,4.164431,0,0,0.757614
solo:mountain-hunter,solo,normal,mountain-hunter,,8,10,False,bare,10000,10000,0.0,268,54,31.9065,24.67007,0.0,64.0,0.119054,2.5092,0.7166,0.0,0.590861,8.862917,0,0,0.758887
solo:mountain-hunter,solo,normal,mountain-hunter,,8,10,False,common-weapon,10000,10000,0.0,468,94,27.045,20.517431,0.0,54.0,0.057788,2.5396,0.735005,0.0,0.287713,4.315691,0,0,0.750394
solo:mountain-lion,solo,elite,mountain-lion,,8,5,False,headline,10000,10000,0.0,404,81,588.7097,286.115802,259.0,976.0,1.457202,20.7501,10.033626,0.7147,7.268021,109.020315,4,12,0.05973
solo:mountain-lion,solo,elite,mountain-lion,,8,5,False,bare,10000,10000,0.0,204,41,717.894,354.337144,316.0,1197.0,3.519088,20.5724,10.079432,0.9742,17.50961,262.644146,14,23,0.060183
solo:mountain-lion,solo,elite,mountain-lion,,8,5,False,common-weapon,10000,10000,0.0,404,81,653.86,301.159078,307.0,1056.0,1.618465,22.9918,10.543108,0.7869,8.072346,121.085185,5,15,0.050031
solo:mountain-lion,solo,elite,mountain-lion,,8,8,True,headline,10000,10000,0.0,443,89,113.5918,54.942967,53.0,187.0,0.256415,5.4894,2.287026,0.0002,1.276312,19.144685,0,0,0.411648
solo:mountain-lion,solo,elite,mountain-lion,,8,8,True,bare,10000,10000,0.0,243,49,140.6075,68.100121,65.0,230.0,0.578632,5.4871,2.288369,0.0796,2.869541,43.043112,0,0,0.4108
solo:mountain-lion,solo,elite,mountain-lion,,8,8,True,common-weapon,10000,10000,0.0,443,89,121.2059,56.555077,58.0,194.0,0.273602,5.7172,2.356698,0.0003,1.361864,20.427961,0,0,0.395858
solo:mountain-lion,solo,elite,mountain-lion,,8,10,False,headline,10000,10000,0.0,468,94,41.3157,26.676132,10.0,77.0,0.088281,3.0057,1.066802,0.0,0.439529,6.592931,0,0,0.663872
solo:mountain-lion,solo,elite,mountain-lion,,8,10,False,bare,10000,10000,0.0,268,54,51.4341,33.381205,13.0,96.0,0.191918,3.009,1.068044,0.0002,0.952483,14.28725,0,0,0.663111
solo:mountain-lion,solo,elite,mountain-lion,,8,10,False,common-weapon,10000,10000,0.0,468,94,44.7877,28.162653,11.0,82.0,0.0957,3.1807,1.143786,0.0,0.476465,7.146973,0,0,0.648191
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,5,False,headline,10000,10000,0.0,404,81,9.9442,15.331024,0.0,31.0,0.024614,1.6371,1.037691,0.0,0.122768,1.841519,0,0,0.459471
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,5,False,bare,10000,10000,0.0,204,41,12.409,18.949642,0.0,38.0,0.060828,1.633,1.02348,0.0,0.302659,4.539878,0,0,0.454501
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,5,False,common-weapon,10000,10000,0.0,404,81,10.8276,16.150835,0.0,33.0,0.026801,1.6771,1.066412,0.0,0.133674,2.005111,0,0,0.44249
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,6,True,headline,10000,10000,0.0,418,84,5.9606,11.25557,0.0,25.0,0.01426,1.413,0.772419,0.0,0.07096,1.064393,0,0,0.560651
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,6,True,bare,10000,10000,0.0,218,44,6.9573,13.459617,0.0,31.0,0.031914,1.399,0.757363,0.0,0.15812,2.371807,0,0,0.568049
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,6,True,common-weapon,10000,10000,0.0,418,84,5.983,11.347895,0.0,25.0,0.014313,1.4172,0.779195,0.0,0.071226,1.068393,0,0,0.547982
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:mountain-squirrel,solo,normal,mountain-squirrel,,6,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:mountain-villager,solo,normal,mountain-villager,,7,5,False,headline,10000,10000,0.0,404,81,115.2366,61.497413,48.0,198.0,0.285239,5.9445,3.008225,0.0015,1.422674,21.340111,0,0,0.310573
solo:mountain-villager,solo,normal,mountain-villager,,7,5,False,bare,10000,10000,0.0,204,41,140.6877,75.117373,58.0,240.0,0.689646,5.8869,2.951967,0.1722,3.431407,51.47111,0,0,0.313442
solo:mountain-villager,solo,normal,mountain-villager,,7,5,False,common-weapon,10000,10000,0.0,404,81,123.8568,63.936303,53.0,209.0,0.306576,6.2583,3.096091,0.0012,1.529096,22.936444,0,0,0.303054
solo:mountain-villager,solo,normal,mountain-villager,,7,7,True,headline,10000,10000,0.0,429,86,44.768,26.155943,17.0,79.0,0.104354,3.3149,1.354894,0.0,0.520558,7.808372,0,0,0.563727
solo:mountain-villager,solo,normal,mountain-villager,,7,7,True,bare,10000,10000,0.0,229,46,55.4383,32.070397,22.0,98.0,0.242089,3.3315,1.361766,0.0001,1.20518,18.077707,0,0,0.559688
solo:mountain-villager,solo,normal,mountain-villager,,7,7,True,common-weapon,10000,10000,0.0,429,86,46.818,26.939419,18.0,83.0,0.109133,3.3762,1.39781,0.0,0.544395,8.16593,0,0,0.552011
solo:mountain-villager,solo,normal,mountain-villager,,7,10,False,headline,10000,10000,0.0,468,94,11.3061,12.7218,0.0,29.0,0.024158,2.0649,0.391009,0.0,0.120278,1.804165,0,0,0.91186
solo:mountain-villager,solo,normal,mountain-villager,,7,10,False,bare,10000,10000,0.0,268,54,14.1792,16.054634,0.0,36.0,0.052907,2.0708,0.393176,0.0,0.262578,3.938667,0,0,0.91158
solo:mountain-villager,solo,normal,mountain-villager,,7,10,False,common-weapon,10000,10000,0.0,468,94,12.2494,13.35753,0.0,31.0,0.026174,2.1143,0.407229,0.0,0.130313,1.954691,0,0,0.899021
solo:plains-deer,solo,normal,plains-deer,,4,4,True,headline,10000,10000,0.0,393,79,15.6051,16.581796,0.0,38.0,0.039708,2.2014,1.333506,0.0,0.197533,2.962994,0,0,0.510993
solo:plains-deer,solo,normal,plains-deer,,4,4,True,bare,10000,10000,0.0,193,39,18.8829,20.302536,0.0,46.0,0.097839,2.1851,1.322361,0.0,0.484177,7.262654,0,0,0.51723
solo:plains-deer,solo,normal,plains-deer,,4,4,True,common-weapon,10000,10000,0.0,393,79,17.6032,17.24992,0.0,40.0,0.044792,2.3234,1.38167,0.0,0.222825,3.34238,0,0,0.505294
solo:plains-deer,solo,normal,plains-deer,,4,5,False,headline,10000,10000,0.0,404,81,6.2379,10.168387,0.0,23.0,0.01544,1.5524,0.810959,0.0,0.077011,1.155167,0,0,0.659624
solo:plains-deer,solo,normal,plains-deer,,4,5,False,bare,10000,10000,0.0,204,41,7.6274,12.475078,0.0,28.0,0.037389,1.5555,0.817019,0.0,0.186034,2.790512,0,0,0.660945
solo:plains-deer,solo,normal,plains-deer,,4,5,False,common-weapon,10000,10000,0.0,404,81,7.3542,10.953536,0.0,25.0,0.018203,1.6519,0.879845,0.0,0.090793,1.361889,0,0,0.649192
solo:plains-deer,solo,normal,plains-deer,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:plains-deer,solo,normal,plains-deer,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:plains-deer,solo,normal,plains-deer,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:plains-rabbit,solo,normal,plains-rabbit,,4,4,True,headline,10000,10000,0.0,393,79,5.4219,9.050729,0.0,20.0,0.013796,1.5163,0.870709,0.0,0.068632,1.029475,0,0,0.505705
solo:plains-rabbit,solo,normal,plains-rabbit,,4,4,True,bare,10000,10000,0.0,193,39,6.6554,11.233265,0.0,24.0,0.034484,1.5184,0.887841,0.0,0.170651,2.559769,0,0,0.51034
solo:plains-rabbit,solo,normal,plains-rabbit,,4,4,True,common-weapon,10000,10000,0.0,393,79,5.9034,9.722359,0.0,20.0,0.015021,1.5467,0.920228,0.0,0.074727,1.120899,0,0,0.495894
solo:plains-rabbit,solo,normal,plains-rabbit,,4,5,False,headline,10000,10000,0.0,404,81,2.1552,5.476451,0.0,10.0,0.005335,1.2387,0.547469,0.0,0.026607,0.399111,0,0,0.661258
solo:plains-rabbit,solo,normal,plains-rabbit,,4,5,False,bare,10000,10000,0.0,204,41,2.4393,6.301596,0.0,12.0,0.011957,1.2286,0.523777,0.0,0.059495,0.892427,0,0,0.664171
solo:plains-rabbit,solo,normal,plains-rabbit,,4,5,False,common-weapon,10000,10000,0.0,404,81,2.2393,5.569294,0.0,11.0,0.005543,1.2451,0.549569,0.0,0.027646,0.414685,0,0,0.652317
solo:plains-rabbit,solo,normal,plains-rabbit,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:plains-rabbit,solo,normal,plains-rabbit,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:plains-rabbit,solo,normal,plains-rabbit,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:prairie-dog,solo,normal,prairie-dog,,4,4,True,headline,10000,10000,0.0,393,79,5.2599,8.979496,0.0,19.0,0.013384,1.5073,0.873239,0.0,0.066581,0.998715,0,0,0.515027
solo:prairie-dog,solo,normal,prairie-dog,,4,4,True,bare,10000,10000,0.0,193,39,6.6099,11.262083,0.0,24.0,0.034248,1.511,0.880499,0.0,0.169485,2.542269,0,0,0.510655
solo:prairie-dog,solo,normal,prairie-dog,,4,4,True,common-weapon,10000,10000,0.0,393,79,5.8621,9.607439,0.0,20.0,0.014916,1.5501,0.922545,0.0,0.074204,1.113057,0,0,0.496613
solo:prairie-dog,solo,normal,prairie-dog,,4,5,False,headline,10000,10000,0.0,404,81,2.0626,5.39419,0.0,10.0,0.005105,1.2399,0.547492,0.0,0.025464,0.381963,0,0,0.650536
solo:prairie-dog,solo,normal,prairie-dog,,4,5,False,bare,10000,10000,0.0,204,41,2.5649,6.599969,0.0,12.0,0.012573,1.2344,0.536523,0.0,0.062559,0.938378,0,0,0.657404
solo:prairie-dog,solo,normal,prairie-dog,,4,5,False,common-weapon,10000,10000,0.0,404,81,2.325,5.656021,0.0,11.0,0.005755,1.2545,0.557252,0.0,0.028704,0.430556,0,0,0.651255
solo:prairie-dog,solo,normal,prairie-dog,,4,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:prairie-dog,solo,normal,prairie-dog,,4,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:prairie-dog,solo,normal,prairie-dog,,4,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,5,False,headline,10000,10000,0.0,404,81,1474.2741,671.339862,719.0,2366.0,3.649193,45.7735,20.756223,0.9899,18.200915,273.013722,15,47,0.0
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,5,False,bare,10000,10000,0.0,204,41,1821.9995,839.714352,874.0,2955.0,8.93137,46.0134,21.083145,0.9999,44.439012,666.585183,41,67,0.0
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,5,False,common-weapon,10000,10000,0.0,404,81,1612.1207,686.7536,827.0,2532.0,3.990398,50.0139,21.248786,0.9944,19.902725,298.54087,17,53,0.0
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,9,True,headline,10000,10000,0.0,454,91,85.7696,48.087792,31.0,150.0,0.18892,3.9922,1.811391,0.0,0.942523,14.137846,0,0,0.460072
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,9,True,bare,10000,10000,0.0,254,51,106.6101,59.494303,39.0,185.0,0.419725,3.9942,1.837761,0.0223,2.090394,31.355912,0,0,0.463497
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,9,True,common-weapon,10000,10000,0.0,454,91,91.3339,49.502647,34.0,158.0,0.201176,4.1496,1.863282,0.0,1.003669,15.055038,0,0,0.448573
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,10,False,headline,10000,10000,0.0,468,94,62.1087,36.815414,23.0,110.0,0.132711,3.3504,1.394568,0.0,0.660731,9.910963,0,0,0.556083
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,10,False,bare,10000,10000,0.0,268,54,75.3399,45.087625,28.0,134.0,0.281119,3.3241,1.374212,0.0014,1.395183,20.92775,0,0,0.561054
solo:prowling-mountain-lion,solo,elite,prowling-mountain-lion,,9,10,False,common-weapon,10000,10000,0.0,468,94,65.2343,37.730054,25.0,115.0,0.13939,3.4339,1.43284,0.0,0.693982,10.409729,0,0,0.542415
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,2,True,headline,10000,10000,0.0,368,74,4.7099,7.29816,0.0,16.0,0.012799,1.7141,1.01102,0.0,0.063647,0.954709,0,0,0.556794
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,2,True,bare,10000,10000,0.0,168,34,5.5601,8.782425,0.0,19.0,0.033096,1.6928,1.013523,0.0,0.163532,2.452985,0,0,0.56439
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,2,True,common-weapon,10000,10000,0.0,368,74,5.0432,7.586629,0.0,16.0,0.013704,1.7387,1.042604,0.0,0.068151,1.02227,0,0,0.545235
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,5,False,headline,10000,10000,0.0,404,81,0.0612,0.626941,0.0,0.0,0.000151,1.038,0.191196,0.0,0.000756,0.011333,0,0,0.961175
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,5,False,bare,10000,10000,0.0,204,41,0.0889,0.878747,0.0,0.0,0.000436,1.037,0.188762,0.0,0.002168,0.032524,0,0,0.962392
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,5,False,common-weapon,10000,10000,0.0,404,81,0.0938,0.803369,0.0,0.0,0.000232,1.0523,0.222631,0.0,0.001158,0.01737,0,0,0.948684
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:reedmere-fisher,solo,normal,reedmere-fisher,,2,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:reedmere-villager,solo,normal,reedmere-villager,,2,2,True,headline,10000,10000,0.0,368,74,3.8535,6.140264,0.0,13.0,0.010471,1.709,1.013271,0.0,0.052074,0.781115,0,0,0.559626
solo:reedmere-villager,solo,normal,reedmere-villager,,2,2,True,bare,10000,10000,0.0,168,34,4.6322,7.491523,0.0,16.0,0.027573,1.7098,1.019698,0.0,0.136241,2.043618,0,0,0.558018
solo:reedmere-villager,solo,normal,reedmere-villager,,2,2,True,common-weapon,10000,10000,0.0,368,74,4.0774,6.416916,0.0,14.0,0.01108,1.7323,1.036261,0.0,0.0551,0.8265,0,0,0.548346
solo:reedmere-villager,solo,normal,reedmere-villager,,2,5,False,headline,10000,10000,0.0,404,81,0.0535,0.567131,0.0,0.0,0.000132,1.0367,0.188024,0.0,0.00066,0.009907,0,0,0.962091
solo:reedmere-villager,solo,normal,reedmere-villager,,2,5,False,bare,10000,10000,0.0,204,41,0.0623,0.676623,0.0,0.0,0.000305,1.0397,0.195253,0.0,0.00152,0.022793,0,0,0.958738
solo:reedmere-villager,solo,normal,reedmere-villager,,2,5,False,common-weapon,10000,10000,0.0,404,81,0.0774,0.690079,0.0,0.0,0.000192,1.0464,0.21035,0.0,0.000956,0.014333,0,0,0.953077
solo:reedmere-villager,solo,normal,reedmere-villager,,2,10,False,headline,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:reedmere-villager,solo,normal,reedmere-villager,,2,10,False,bare,10000,10000,0.0,268,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:reedmere-villager,solo,normal,reedmere-villager,,2,10,False,common-weapon,10000,10000,0.0,468,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0
solo:river-otter,solo,normal,river-otter,,1,1,True,headline,10000,10000,0.0,354,71,0.7991,1.7618,0.0,3.0,0.002257,1.4118,0.767086,0.0,0.011255,0.168824,0,0,0.560419
solo:river-otter,solo,normal,river-otter,,1,1,True,bare,10000,10000,0.0,154,31,1.0974,2.371859,0.0,4.0,0.007126,1.3979,0.747379,0.0,0.0354,0.531,0,0,0.571858
solo:river-otter,solo,normal,river-otter,,1,1,True,common-weapon,10000,10000,0.0,354,71,0.9177,1.896082,0.0,3.0,0.002592,1.4404,0.800904,0.0,0.012925,0.19388,0,0,0.543668
